movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,War,Musical,Documentary,Western,Film-Noir,movie_Year,mean_rating,reviews_count
36,Dead Man Walking (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,3.98,90
39,Clueless (1995),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.28,98
40,"Cry, the Beloved Country (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.25,6
41,Richard III (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1995,3.66,19
42,Dead Presidents (1995),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1995,3.19,13
43,Restoration (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.27,11
44,Mortal Kombat (1995),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.71,53
45,To Die For (1995),0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1995,3.36,36
46,How to Make an American Quilt (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.17,12
47,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1995,4.13,196
48,Pocahontas (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1995,3.11,56
49,When Night Is Falling (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,2
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1995,4.33,228
52,Mighty Aphrodite (1995),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.58,37
53,Lamerica (1994),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.0,2
54,"Big Green, The (1995)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,4
55,Georgia (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,4
57,Home for the Holidays (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.67,9
58,"Postman, The (Postino, Il) (1994)",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,4.05,47
59,"Confessional, The (Confessionnal, Le) (1995)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1995,3.0,3
60,"Indian in the Cupboard, The (1995)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.05,22
61,Eye for an Eye (1996),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1996,3.75,8
62,Mr. Holland's Opus (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.87,91
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,2.94,18
64,Two if by Sea (1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.79,7
65,Bio-Dome (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.29,26
66,Lawnmower Man 2: Beyond Cyberspace (1996),0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1996,2.5,20
68,French Twist (Gazon maudit) (1995),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.75,4
69,Friday (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.72,16
70,From Dusk Till Dawn (1996),0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1996,3.4,66
71,Fair Game (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.25,6
72,Kicking and Screaming (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.5,2
73,"Misérables, Les (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1995,4.15,10
74,Bed of Roses (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.0,15
75,Big Bully (1996),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.25,2
76,Screamers (1995),0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1995,3.17,20
78,"Crossing Guard, The (1995)",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1995,3.4,10
79,"Juror, The (1996)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1996,3.27,22
80,"White Balloon, The (Badkonake sefid) (1995)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.33,3
81,Things to Do in Denver When You're Dead (1995),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,3.21,21
82,Antonia's Line (Antonia) (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.45,10
83,Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.8,5
84,Last Summer in the Hamptons (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,3
85,Angels and Insects (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.85,10
86,White Squall (1996),1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1996,3.33,18
87,Dunston Checks In (1996),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.42,6
88,Black Sheep (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.0,26
89,Nick of Time (1995),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1995,3.12,17
90,"Journey of August King, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,3
92,Mary Reilly (1996),0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1996,2.95,11
93,Vampire in Brooklyn (1995),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,2.56,9
94,Beautiful Girls (1996),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.77,11
95,Broken Arrow (1996),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1996,3.1,109
96,In the Bleak Midwinter (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.83,3
97,"Hate (Haine, La) (1995)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,3.89,14
100,City Hall (1996),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1996,3.46,13
101,Bottle Rocket (1996),1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,3.75,20
102,Mr. Wrong (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.71,7
103,Unforgettable (1996),0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1996,3.25,6
104,Happy Gilmore (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.45,79
105,"Bridges of Madison County, The (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.36,35
107,Muppet Treasure Island (1996),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,3.42,38
108,Catwalk (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,2.0,1
110,Braveheart (1995),0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1995,4.11,248
111,Taxi Driver (1976),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1976,4.03,118
112,Rumble in the Bronx (Hont faan kui) (1995),1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995,3.39,51
113,Before and After (1996),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1996,3.5,6
114,Margaret's Museum (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,3
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,1
116,Anne Frank Remembered (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,3.43,7
117,"Young Poisoner's Handbook, The (1995)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,3.72,9
118,If Lucy Fell (1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.5,8
121,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1992,3.4,5
122,Boomerang (1992),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,3.4,15
123,Chungking Express (Chung Hing sam lam) (1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1994,3.8,15
124,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,5.0,1
125,Flirting With Disaster (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.5,14
126,"NeverEnding Story III, The (1994)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2.12,4
129,Pie in the Sky (1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4.0,1
131,Frankie Starlight (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,2
132,Jade (1995),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,2.67,9
135,Down Periscope (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.27,31
137,Man of the Year (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,2.5,2
138,"Neon Bible, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,1
140,Up Close and Personal (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.17,20
141,"Birdcage, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.55,106
144,"Brothers McMullen, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.33,21
145,Bad Boys (1995),0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1995,3.43,67
146,"Amazing Panda Adventure, The (1995)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.67,3
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.88,13
149,Amateur (1994),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1994,3.81,8
150,Apollo 13 (1995),1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1995,3.97,197
151,Rob Roy (1995),0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.48,65
152,"Addiction, The (1995)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1995,2.83,3
153,Batman Forever (1995),1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995,2.96,157
154,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1967,4.03,19
155,Beyond Rangoon (1995),1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1995,3.29,7
156,Blue in the Face (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,5
157,Canadian Bacon (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,3.07,7
158,Casper (1995),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.95,68
159,Clockers (1995),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1995,3.57,15
160,Congo (1995),1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1995,2.73,51
161,Crimson Tide (1995),0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1995,3.82,107
162,Crumb (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,3.8,22
163,Desperado (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,3.37,62
164,Devil in a Blue Dress (1995),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1995,3.48,20
165,Die Hard: With a Vengeance (1995),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1995,3.5,150
166,"Doom Generation, The (1995)",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,2.83,6
168,First Knight (1995),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.1,52
169,Free Willy 2: The Adventure Home (1995),1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.44,16
170,Hackers (1995),1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1995,2.96,36
171,Jeffrey (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.75,2
172,Johnny Mnemonic (1995),0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1995,2.45,65
173,Judge Dredd (1995),0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1995,2.64,71
174,Jury Duty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.25,6
175,Kids (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.43,27
176,Living in Oblivion (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.11,9
177,Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,3.38,8
178,Love & Human Remains (1993),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993,4.0,3
179,Mad Love (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,5
180,Mallrats (1995),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.45,42
181,Mighty Morphin Power Rangers: The Movie (1995),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,7
182,Moonlight and Valentino (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,6
183,Mute Witness (1994),0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1994,3.0,2
184,Nadja (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.5,2
185,"Net, The (1995)",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1995,3.11,105
186,Nine Months (1995),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.01,44
187,Party Girl (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.2,5
188,"Prophecy, The (1995)",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1995,3.25,12
190,Safe (1995),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,3.0,3
191,"Scarlet Letter, The (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.62,8
193,Showgirls (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.03,31
194,Smoke (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.98,27
195,Something to Talk About (1995),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,13
196,Species (1995),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1995,2.9,62
198,Strange Days (1995),0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1995,3.32,30
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1964,4.0,3
200,"Tie That Binds, The (1995)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,3.0,2
201,Three Wishes (1995),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,1
202,Total Eclipse (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.25,2
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.84,22
204,Under Siege 2: Dark Territory (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.72,34
205,Unstrung Heroes (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,5
206,Unzipped (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,2.33,3
207,"Walk in the Clouds, A (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.48,23
208,Waterworld (1995),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1995,2.93,123
209,White Man's Burden (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.33,3
210,Wild Bill (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995,3.0,1
211,"Browning Version, The (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,4.25,4
212,Bushwhacked (1995),1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1995,1.5,2
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,4.4,10
214,Before the Rain (Pred dozhdot) (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1994,4.25,4
215,Before Sunrise (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.1,25
216,Billy Madison (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.21,38
217,"Babysitter, The (1995)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1995,2.8,5
218,Boys on the Side (1995),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.79,14
219,"Cure, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,1
220,Castle Freak (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,1.0,1
222,Circle of Friends (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.74,17
223,Clerks (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.98,101
224,Don Juan DeMarco (1995),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.14,37
225,Disclosure (1994),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1994,3.33,47
226,Dream Man (1995),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,5.0,1
227,Drop Zone (1994),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1994,3.24,21
228,Destiny Turns on the Radio (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.5,1
229,Death and the Maiden (1994),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1994,3.8,10
230,Dolores Claiborne (1995),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1995,3.43,27
231,Dumb & Dumber (Dumb and Dumber) (1994),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.0,149
232,Eat Drink Man Woman (Yin shi nan nu) (1994),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.98,29
233,Exotica (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.27,13
234,Exit to Eden (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2.73,11
235,Ed Wood (1994),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.59,72
236,French Kiss (1995),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.25,51
237,Forget Paris (1995),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.14,22
238,Far From Home: The Adventures of Yellow Dog (1995),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.5,2
239,"Goofy Movie, A (1995)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.94,9
240,Hideaway (1995),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,2.33,3
241,Fluke (1995),0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.5,2
242,Farinelli: il castrato (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1994,3.29,7
243,Gordy (1995),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,1
245,The Glass Shield (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994,3.0,2
246,Hoop Dreams (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,4.08,36
247,Heavenly Creatures (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994,3.72,34
248,Houseguest (1994),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2.89,14
249,Immortal Beloved (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.84,25
250,Heavyweights (Heavy Weights) (1995),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.33,3
251,"Hunted, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.75,2
